probe_id,user_id,choice_id,is_gold,query_entities_json,choice_entities_json,extra_choice_entities_json,pass
mdgo_v05_probe_000004,mdgo_v05_fin_user_0000,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000005,mdgo_v05_fin_user_0000,A,False,"{""amount"": [], ""account_last4"": [""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Willow Fitness""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000005,mdgo_v05_fin_user_0000,B,True,"{""amount"": [], ""account_last4"": [""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Willow Fitness""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000005,mdgo_v05_fin_user_0000,C,False,"{""amount"": [], ""account_last4"": [""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Willow Fitness""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000005,mdgo_v05_fin_user_0000,D,False,"{""amount"": [], ""account_last4"": [""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Willow Fitness""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000006,mdgo_v05_fin_user_0000,A,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000006,mdgo_v05_fin_user_0000,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000006,mdgo_v05_fin_user_0000,C,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000006,mdgo_v05_fin_user_0000,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000007,mdgo_v05_fin_user_0000,A,False,"{""amount"": [""$2360""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000007,mdgo_v05_fin_user_0000,B,False,"{""amount"": [""$2360""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000007,mdgo_v05_fin_user_0000,C,False,"{""amount"": [""$2360""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000007,mdgo_v05_fin_user_0000,D,True,"{""amount"": [""$2360""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000008,mdgo_v05_fin_user_0000,A,True,"{""amount"": [""$810""], ""account_last4"": [""4120"", ""7310"", ""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000008,mdgo_v05_fin_user_0000,B,False,"{""amount"": [""$810""], ""account_last4"": [""4120"", ""7310"", ""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000008,mdgo_v05_fin_user_0000,C,False,"{""amount"": [""$810""], ""account_last4"": [""4120"", ""7310"", ""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000008,mdgo_v05_fin_user_0000,D,False,"{""amount"": [""$810""], ""account_last4"": [""4120"", ""7310"", ""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000009,mdgo_v05_fin_user_0000,A,False,"{""amount"": [""$1125""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000009,mdgo_v05_fin_user_0000,B,True,"{""amount"": [""$1125""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000009,mdgo_v05_fin_user_0000,C,False,"{""amount"": [""$1125""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000009,mdgo_v05_fin_user_0000,D,False,"{""amount"": [""$1125""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000010,mdgo_v05_fin_user_0000,A,False,"{""amount"": [""$1480""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000010,mdgo_v05_fin_user_0000,B,False,"{""amount"": [""$1480""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000010,mdgo_v05_fin_user_0000,C,True,"{""amount"": [""$1480""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000010,mdgo_v05_fin_user_0000,D,False,"{""amount"": [""$1480""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000011,mdgo_v05_fin_user_0000,A,False,"{""amount"": [""$112500""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000011,mdgo_v05_fin_user_0000,B,False,"{""amount"": [""$112500""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000011,mdgo_v05_fin_user_0000,C,False,"{""amount"": [""$112500""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000011,mdgo_v05_fin_user_0000,D,True,"{""amount"": [""$112500""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000012,mdgo_v05_fin_user_0000,A,True,"{""amount"": [""$110""], ""account_last4"": [""4120"", ""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Northline Books""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000012,mdgo_v05_fin_user_0000,B,False,"{""amount"": [""$110""], ""account_last4"": [""4120"", ""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Northline Books""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000012,mdgo_v05_fin_user_0000,C,False,"{""amount"": [""$110""], ""account_last4"": [""4120"", ""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Northline Books""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000012,mdgo_v05_fin_user_0000,D,False,"{""amount"": [""$110""], ""account_last4"": [""4120"", ""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Northline Books""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000013,mdgo_v05_fin_user_0000,A,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000013,mdgo_v05_fin_user_0000,B,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000013,mdgo_v05_fin_user_0000,C,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000013,mdgo_v05_fin_user_0000,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000014,mdgo_v05_fin_user_0000,A,False,"{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000014,mdgo_v05_fin_user_0000,B,False,"{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000014,mdgo_v05_fin_user_0000,C,True,"{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000014,mdgo_v05_fin_user_0000,D,False,"{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000015,mdgo_v05_fin_user_0000,A,False,"{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000015,mdgo_v05_fin_user_0000,B,False,"{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000015,mdgo_v05_fin_user_0000,C,False,"{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000015,mdgo_v05_fin_user_0000,D,True,"{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4120""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000016,mdgo_v05_fin_user_0000,A,True,"{""amount"": [""$85""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000016,mdgo_v05_fin_user_0000,B,False,"{""amount"": [""$85""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000016,mdgo_v05_fin_user_0000,C,False,"{""amount"": [""$85""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000016,mdgo_v05_fin_user_0000,D,False,"{""amount"": [""$85""], ""account_last4"": [""4120"", ""7310""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000017,mdgo_v05_fin_user_0000,A,False,"{""amount"": [], ""account_last4"": [""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000017,mdgo_v05_fin_user_0000,B,True,"{""amount"": [], ""account_last4"": [""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000017,mdgo_v05_fin_user_0000,C,False,"{""amount"": [], ""account_last4"": [""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000017,mdgo_v05_fin_user_0000,D,False,"{""amount"": [], ""account_last4"": [""8610""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000018,mdgo_v05_fin_user_0001,A,False,"{""amount"": [], ""account_last4"": [""4137""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000018,mdgo_v05_fin_user_0001,B,False,"{""amount"": [], ""account_last4"": [""4137""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000018,mdgo_v05_fin_user_0001,C,True,"{""amount"": [], ""account_last4"": [""4137""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000018,mdgo_v05_fin_user_0001,D,False,"{""amount"": [], ""account_last4"": [""4137""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000019,mdgo_v05_fin_user_0001,A,False,"{""amount"": [""$1125""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Willow Fitness""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000019,mdgo_v05_fin_user_0001,B,False,"{""amount"": [""$1125""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Willow Fitness""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000019,mdgo_v05_fin_user_0001,C,False,"{""amount"": [""$1125""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Willow Fitness""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000019,mdgo_v05_fin_user_0001,D,True,"{""amount"": [""$1125""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Willow Fitness""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000020,mdgo_v05_fin_user_0001,A,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000020,mdgo_v05_fin_user_0001,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000020,mdgo_v05_fin_user_0001,C,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000020,mdgo_v05_fin_user_0001,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000021,mdgo_v05_fin_user_0001,A,False,"{""amount"": [], ""account_last4"": [""4137""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000021,mdgo_v05_fin_user_0001,B,True,"{""amount"": [], ""account_last4"": [""4137""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000021,mdgo_v05_fin_user_0001,C,False,"{""amount"": [], ""account_last4"": [""4137""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000021,mdgo_v05_fin_user_0001,D,False,"{""amount"": [], ""account_last4"": [""4137""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000022,mdgo_v05_fin_user_0001,A,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [""6686""], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
