evidence_chain_id,probe_id,user_id,domain,decision_bundle_id,decision_unit_ids_json,session_id,session_index,timestamp,evidence_status,evidence_role,annotation_kind,habit_ids_json,pair_ref,case_ref,selected_ordinal,variant_id,gold_alignment,user_excerpt
mdgo_v12_echain_000001,mdgo_v11_probe_000001,mdgo_v05_fin_user_0002,finance,mdgo_v13_db_1712e67bbdb46571,"[""mdgo_v13_du_a4e3a4b4b2b906e6"", ""mdgo_v13_du_60316aea2c8cfa37""]",mdgo_v05_fin_user_0002_s0269,269,2023-03-30T11:00:00,decisive,baseline_ordinal_resolution,v11_baseline_resolution,"[""finance_balance_statement_summary_first""]",POLB-winter-relay-gbskkz,,1,exceptions_first_table,not_applicable,"Reconcile the latest activity on card ending 8656 for the tuition installment. Use the original ordering in POLB-winter-relay-gbskkz: adopt the former of the two routes as the recurring workflow. This is a durable choice, while any later shortcut must remain case-specific unless I replace it again. For the card activity review for the tuition installment, preserve POLB-winter-relay-gbskkz and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000001,mdgo_v11_probe_000001,mdgo_v05_fin_user_0002,finance,mdgo_v13_db_1712e67bbdb46571,"[""mdgo_v13_du_a4e3a4b4b2b906e6"", ""mdgo_v13_du_60316aea2c8cfa37""]",mdgo_v05_fin_user_0002_s0378,378,2024-02-21T16:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""finance_minimal_pii_secure_verification""]",,LOCAL-indigo-map-adsszw,,secure_message_center,counter_variant_to_gold,"Restore access to checking ending 4154 after a device change. For this record only, use the route where you move verification to the secure message center and use only masked identifiers in chat because today’s deadline makes a reversible fallback useful. The handling in LOCAL-indigo-map-adsszw for identity verification for checking ending 4154 must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000001,mdgo_v11_probe_000001,mdgo_v05_fin_user_0002,finance,mdgo_v13_db_1712e67bbdb46571,"[""mdgo_v13_du_a4e3a4b4b2b906e6"", ""mdgo_v13_du_60316aea2c8cfa37""]",mdgo_v05_fin_user_0002_s0384,384,2024-03-10T17:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""finance_balance_statement_summary_first""]",,LOCAL-winter-relay-gbskkz,,headline_then_evidence,counter_variant_to_gold,"Reconcile the latest activity on card ending 8656 for the travel deposit. For this record only, use the route where you lead with the account-level finding and then list supporting entries because this single incident needs a temporary handoff path. The handling in LOCAL-winter-relay-gbskkz for the card activity review for the travel deposit must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000001,mdgo_v11_probe_000001,mdgo_v05_fin_user_0002,finance,mdgo_v13_db_1712e67bbdb46571,"[""mdgo_v13_du_a4e3a4b4b2b906e6"", ""mdgo_v13_du_60316aea2c8cfa37""]",mdgo_v05_fin_user_0002_s0412,412,2024-06-02T12:00:00,decisive,historical_reference_case,v11_reference_case,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]",,FINARCH-willow-docket-zkfkgc,,,not_applicable,"Open reference FINARCH-willow-docket-zkfkgc. Restore access to checking ending 4154 after a device change. Reconcile the latest activity on card ending 8656 for the travel deposit. Keep the two workstreams separate even though they share one record. Close the balance statement summary workstream. Leave identity verification for checking ending 4154 immediately before its final checkpoint, with the linked policy reference intact."
mdgo_v12_echain_000001,mdgo_v11_probe_000001,mdgo_v05_fin_user_0002,finance,mdgo_v13_db_1712e67bbdb46571,"[""mdgo_v13_du_a4e3a4b4b2b906e6"", ""mdgo_v13_du_60316aea2c8cfa37""]",mdgo_v05_fin_user_0002_s0442,442,2024-08-31T16:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""finance_minimal_pii_secure_verification""]",,SUG-indigo-map-adsszw,,device_passkey_approval,counter_variant_to_gold,Restore access to checking ending 4154 after a device change. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-indigo-map-adsszw. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000001,mdgo_v11_probe_000001,mdgo_v05_fin_user_0002,finance,mdgo_v13_db_1712e67bbdb46571,"[""mdgo_v13_du_a4e3a4b4b2b906e6"", ""mdgo_v13_du_60316aea2c8cfa37""]",mdgo_v05_fin_user_0002_s0448,448,2024-09-17T10:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""finance_balance_statement_summary_first""]",,SUG-winter-relay-gbskkz,,merchant_category_rollup,counter_variant_to_gold,Review the January 14 statement for checking ending 4154 and explain the change. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-winter-relay-gbskkz. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0002,2,2021-01-13T16:00:00,temporal_context,baseline_ordered_shortlist,v11_baseline_candidate,"[""software_backup_before_risky_change""]",POLB-violet-thread-usizyv,,,,not_applicable,"Plan the risky configuration change for report builder in Maple Workbench. Open workflow review POLB-violet-thread-usizyv. I want to narrow the recurring process before I make it permanent. Keep exactly those two candidates, in that order, under POLB-violet-thread-usizyv. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0008,8,2021-01-31T13:00:00,decisive,baseline_ordered_shortlist,v11_baseline_candidate,"[""software_collect_diagnostics_before_fix""]",POLB-river-register-tetrfg,,,,not_applicable,"Maple Workbench 8.1.6 closes when I use meeting captions in Safari. Open workflow review POLB-river-register-tetrfg. I want to narrow the recurring process before I make it permanent. Keep exactly those two candidates, in that order, under POLB-river-register-tetrfg. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0026,26,2021-03-25T13:00:00,decisive,baseline_ordered_shortlist,v11_baseline_candidate,"[""software_platform_specific_steps""]",POLB-north-journal-tgfdut,,,,not_applicable,"Set up meeting captions in Maple Workbench on Ubuntu 24.04. Open workflow review POLB-north-journal-tgfdut. Use this case to record the two routes still under consideration. Keep exactly those two candidates, in that order, under POLB-north-journal-tgfdut. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0260,260,2023-02-26T14:00:00,temporal_context,baseline_ordinal_resolution,v11_baseline_resolution,"[""software_backup_before_risky_change""]",POLB-violet-thread-usizyv,,1,full_backup_restore_point,not_applicable,"Prepare the Maple Workbench 7.5.1 reset on Ubuntu 24.04 without losing the current setup. Use the original ordering in POLB-violet-thread-usizyv: make the first route the standing process. This is a durable choice, while any later shortcut must remain case-specific unless I replace it again. For the Maple Workbench reset on Ubuntu 24.04, preserve POLB-violet-thread-usizyv and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0263,263,2023-03-07T10:00:00,decisive,baseline_ordinal_resolution,v11_baseline_resolution,"[""software_collect_diagnostics_before_fix""]",POLB-river-register-tetrfg,,2,consented_diagnostic_bundle,not_applicable,"Maple Workbench 9.3.4 closes when I use calendar sync in Safari. Return to the ordered shortlist in POLB-river-register-tetrfg: use the second-listed candidate whenever the same condition recurs. Do not infer the selection from today’s tooling; the earlier ordering controls what this reference means. For the Maple Workbench calendar sync crash, preserve POLB-river-register-tetrfg and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0272,272,2023-04-03T11:00:00,decisive,baseline_ordinal_resolution,v11_baseline_resolution,"[""software_platform_specific_steps""]",POLB-north-journal-tgfdut,,1,step_result_rollback_table,not_applicable,"Show me how to configure notification rules in Maple Workbench 9.3.4. Close the pending workflow decision from POLB-north-journal-tgfdut: carry forward option one from that record. The unselected route remains available only when I explicitly request it for a local case. For the notification rules configuration in Maple Workbench, preserve POLB-north-journal-tgfdut and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0276,276,2023-04-14T15:00:00,decisive,replacement_ordered_shortlist,v11_replacement_candidate,"[""software_backup_before_risky_change""]",POLR-violet-thread-usizyv,,,,not_applicable,"Plan the risky configuration change for client portal in Maple Workbench. Open workflow review POLR-violet-thread-usizyv. I want to narrow the recurring process before I make it permanent. Keep exactly those two candidates, in that order, under POLR-violet-thread-usizyv. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0278,278,2023-04-21T16:00:00,temporal_context,replacement_ordered_shortlist,v11_replacement_candidate,"[""software_collect_diagnostics_before_fix""]",POLR-river-register-tetrfg,,,,not_applicable,"Pdf Export fails in Maple Workbench on Ubuntu 24.04 with error E-502; diagnose it. Open workflow review POLR-river-register-tetrfg. The outcome can wait. First preserve the two workflow candidates in their exact order. Keep exactly those two candidates, in that order, under POLR-river-register-tetrfg. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0284,284,2023-05-08T17:00:00,temporal_context,replacement_ordered_shortlist,v11_replacement_candidate,"[""software_platform_specific_steps""]",POLR-north-journal-tgfdut,,,,not_applicable,"Set up offline search in Maple Workbench on Ubuntu 24.04. Open workflow review POLR-north-journal-tgfdut. I want to narrow the recurring process before I make it permanent. Keep exactly those two candidates, in that order, under POLR-north-journal-tgfdut. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0366,366,2024-01-10T11:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""software_backup_before_risky_change""]",,LOCAL-violet-thread-usizyv,,staged_rollout_checkpoint,counter_variant_to_gold,"Prepare the Maple Workbench 7.5.1 reset on Ubuntu 24.04 without losing the current setup. For this record only, use the route where you use a staged rollout with an explicit rollback checkpoint because the current case has an unusual dependency that will not recur. The handling in LOCAL-violet-thread-usizyv for the Maple Workbench reset on Ubuntu 24.04 must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0372,372,2024-01-27T13:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""software_collect_diagnostics_before_fix""]",,LOCAL-river-register-tetrfg,,clean_profile_reproduction,counter_variant_to_gold,"Calendar Sync fails in Maple Workbench on Ubuntu 24.04 with error NET-71; diagnose it. For this record only, use the route where you reproduce in a clean profile before changing the main setup because the current case has an unusual dependency that will not recur. The handling in LOCAL-river-register-tetrfg for the calendar sync failure with NET-71 must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0390,390,2024-03-22T13:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""software_platform_specific_steps""]",,LOCAL-north-journal-tgfdut,,numbered_menu_steps,counter_variant_to_gold,"Show me how to configure template gallery in Maple Workbench 8.0.3. For this record only, use the route where you give short numbered menu steps with checkpoints because this single incident needs a temporary handoff path. The handling in LOCAL-north-journal-tgfdut for the template gallery configuration in Maple Workbench must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0430,430,2024-07-19T14:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""software_backup_before_risky_change""]",,SUG-violet-thread-usizyv,,staged_rollout_checkpoint,counter_variant_to_gold,Prepare the Maple Workbench 7.4.2 reset on Ubuntu 24.04 without losing the current setup. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-violet-thread-usizyv. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000002,mdgo_v11_probe_000002,mdgo_v07_sof_user_0014,software,mdgo_v13_db_c7837f5943b84336,"[""mdgo_v13_du_cde7db3cd11e1f42"", ""mdgo_v13_du_28216c6df64225bf"", ""mdgo_v13_du_cb54f2529a46b3a6""]",mdgo_v07_sof_user_0014_s0436,436,2024-08-07T15:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""software_collect_diagnostics_before_fix""]",,SUG-river-register-tetrfg,,environment_error_repro,counter_variant_to_gold,File Preview fails in Maple Workbench on Ubuntu 24.04 with error AUTH-29; diagnose it. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-river-register-tetrfg. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
