relative_path,size_bytes,sha256
reports/turn_repetition_by_category_v11.csv,2015,11e5a9bc2a2682fed2085af763afc1876738573df26be1fe0cabaf5de03dd653
reports/user0006_balance_scope_probe_audit.csv,16732,c74a406c570edfd84f8ba0e28faa5396c777b03a9af4b1a4bb97f9856b4dbb95
reports/user0006_balance_scope_revalidation.json,747,b8e9a3850cacbb95226e02bc149aa48e3eb96a65009b67c02d2d31580f766a81
reports/v10_qwen3_8b_results_and_v11_response.md,1377,88a7725aa3675bc18b44074394e1d3071eef39b6058ced7e2a12e676140f03cb
reports/v11_probe_design_and_difficulty_report.md,3098,07527ee69e4e038c94c43b653185781525c16a5262eae97de2b668a6ccb16d38
reports/v121_quality_and_evidence_revalidation.md,6316,d9a69426fb9ee94b68bce62de66067d1a9c1384103d00315828d56770b792f37
reports/v13_quality_patch.md,2467,0c5fb0ad953574bac34e8712c2bfa9ef6817ba22ead1a8a3a66b613d88f928ea
reports/validation_report.json,1035,ef52f0e8a08d76090291d9f01b0926e1e86da28dea52b3bb626bba74dcaeffb4
reports/validation_report_v121.json,570,e8aa49bab8ebcfa5302c46dd8abc956ed84b5b778b32f42f7839f062b0d4854e
review/multidogo_finance_software_v13_review_queue_all.csv,28635329,0fd9bee4eac1f733b6bc10836fed57cfbbb147225b64a5166efce8f29c428350
scripts/audit_evidence_chains_semantic.py,15802,52c7987f8596fd7786099d100a9c70cf8888bca516dacbb83014bb4f930f8cba
scripts/audit_evidence_chains_semantic_v13.py,15800,62d29bf7b7f36e4cd7e539257f03b229ad84e84b7c44200db1b094aaaf702b2b
scripts/audit_language_repetition_compare.py,2184,f99f76be843e2aef594a31b4b45a3422f95c21c1cfba568769919a798530d687
scripts/audit_turn_repetition_v11.py,3225,973c8fdbc4178d69e97c17f2ff47c95e2bbc0ee9dc24f5b842897ddee95786fa
scripts/audit_v11_char_window.py,3885,f741c880324c01971aa3c610adb80f5ee5cecb60d97e1535f2c90c2592032cb1
scripts/build_v11_adversarial_memory.py,78174,34fe3d5ceb8c7df077c4ba0d2592be8f33de1d7f7d2f57dbc91a0ef9141a26b0
scripts/migrate_v11_to_v12.py,31950,ea49a8166ea23d876bb059989757dc8b7ca6f7882ce462835a72bea44206b867
scripts/migrate_v121_to_v13.py,57668,3a62deb7cdab7ecdd67469f2162b1332dae87fdbc2c59c14508bca948049c9e8
scripts/score_predictions.py,2805,0282ce71cff682a0026a151e49d0de41369dd89f1041b4f5b0057ea259c1f8a3
scripts/validate_v11_package.py,866,29a3a1d59afc4022414e6d939885fe13bccfec45f71238a0fd2df4352882df96
scripts/validate_v11_quick.py,866,29a3a1d59afc4022414e6d939885fe13bccfec45f71238a0fd2df4352882df96
scripts/validate_v11_strict.py,9372,4edb918e3568547c720d8c004b5f0184b1b795daa88a64346427fa8428ba7ab3
scripts/validate_v121_package.py,5375,4cccc0c55ce8e906f3bc8ed656eec440f90a873ca20cf534457b056f4b9e9108
scripts/validate_v12_package.py,5181,fb68608397200ec2bbf88497d415dd39c1a70672a025dc75af8dbb88b6e6d862
scripts/validate_v13_package.py,6577,c1cd4d577c009b6244de18e00c99b34fed37d7bbc8863cbefffbd774cbb2d632
source/SOURCE_ATTRIBUTION.md,425,cf515b8d1d521d6eda52468f35a570cebc8630b3115cad2e39b57345b2c1d441
source/choice_realizations.json,10929,354374e1f351241fee14e4caf12cdf6c78c7b534e26533c813f2e997658289ad
source/habit_templates_retained.json,38106,e8933190b1a88b69fd35e72e3881454ba89a21ee0f0e70eb260423a784ae0101
source/raw_multidogo_finance.csv.gz,6386110,b3711acde2640e30f954ff3fd208699a73fa3b443a2fe358c6db6d20ed330420
source/raw_multidogo_software.csv.gz,3666934,3226637eaef36eb8398ead424725dd3406dbf0e546cd7cf2cdb6bc93c3c4ce35
source/source_conversation_usage_manifest.csv,10829211,20fc207b95b8ad1ae30fd70f0f454d2a8df8739f7eed0a42f9f64637c24cfea1
