review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,template_id,stress_variant,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,reviewer_decision,reviewer_notes
review_food_user_0009_habit_01_browning_distribution_style_p00_direct_use__food_v03_explicit_retrieval,food_v03_probe_8ba34dd177b7080e,food_user_0009_habit_01_browning_distribution_style_p00_direct_use__food_v03_explicit_retrieval,food_user_0009,stress,explicit_retrieval,content_constraints,browning_distribution_style,original_food_v03,"In the user's historical cooking sessions involving pan-seared, roasted, baked, potato, tofu, vegetable, or skillet dishes, which behavior did the user show?","[{""choice_id"": ""A"", ""text"": ""Create one noticeably darker side and keep the remaining surfaces lighter.""}, {""choice_id"": ""B"", ""text"": ""Aim for smaller browned freckles across many pieces rather than one dark side.""}, {""choice_id"": ""C"", ""text"": ""Chop the browned pieces smaller and mix the darker bits through the filling.""}, {""choice_id"": ""D"", ""text"": ""Move the food often for moderate color on all sides.""}]",A,explicit_fact_preference_retrieval,"[{""session_id"": ""food_user_0009_s0017"", ""session_index"": 17, ""signal_type"": ""support"", ""recipe_title"": ""Early Morning Oven Roasted New Potatoes"", ""user"": ""I'm making Early Morning Oven Roasted New Potatoes for breakfast. What should I have ready before I start heating anything?"", ""assistant"": ""Set the potato wedges cut-side down and leave them mostly undisturbed so one side gets darker, uneven browning. For the recipe, have 1 1/2 pounds new potatoes, 4 tablespoons but...""}, {""session_id"": ""food_user_0009_s0034"", ""session_index"": 34, ""signal_type"": ""support"", ""recipe_title"": ""Grand Marnier Chicken"", ""user"": ""I'm getting ready to make Grand Marnier Chicken and have the chicken still in the package. What should I pull out first?"", ""assistant"": ""Set the chicken up so one side can take on deeper color later, while the second side gets a lighter pass. For the prep, pull out 4 skinless, boneless chicken breast halves, 1 cu...""}, {""session_id"": ""food_user_0009_s0043"", ""session_index"": 43, ""signal_type"": ""support"", ""recipe_title"": ""Chicken Marsala with Portobello Mushrooms"", ""user"": ""I'm starting Chicken Marsala with Portobello Mushrooms and want the early prep lined up before anything hits the pan."", ""assistant"": ""set the oven to 350 degrees F (175 degrees C), then measure out 3/4 cup butter, divided, and 2 tablespoons vegetable oil, divided. For the portobello mushroom slices, leave them...""}, {""session_id"": ""food_user_0009_s0058"", ""session_index"": 58, ""signal_type"": ""support"", ""recipe_title"": ""Baked Aloha Chicken"", ""user"": ""I'm making Baked Aloha Chicken and have the chicken legs thawed. Can you help me get the sauce and baking dish organized?"", ""assistant"": ""Keep the chicken legs settled in one position once they're in the glass baking dish with sauce, so the exposed side can brown more deeply while the rest stays saucy. Set out an...""}]",pass,,
review_food_user_0009_habit_01_browning_distribution_style_p01_boundary__food_v03,food_v03_probe_d4c07389f015744a,food_user_0009_habit_01_browning_distribution_style_p01_boundary__food_v03,food_user_0009,stress,boundary,content_constraints,browning_distribution_style,original_food_v03,I'm making this recipe as a sheet-pan vegetable dish. How should I manage the browning?,"[{""choice_id"": ""A"", ""text"": ""Move the food often for moderate color on all sides.""}, {""choice_id"": ""B"", ""text"": ""Aim for smaller browned freckles across many pieces rather than one dark side.""}, {""choice_id"": ""C"", ""text"": ""Chop the browned pieces smaller and mix the darker bits through the filling.""}, {""choice_id"": ""D"", ""text"": ""Create one noticeably darker side and keep the remaining surfaces lighter.""}]",B,do_not_overapply_content_constraint,"[{""session_id"": ""food_user_0009_s0081"", ""session_index"": 81, ""signal_type"": ""boundary_counterexample"", ""recipe_title"": ""Grandmas Carrot Cake"", ""user"": ""I'm doing Grandmas Carrot Cake in a sheet pan like a vegetable roast today; what's the best way to handle browning?"", ""assistant"": ""Go for lots of light, speckled browning over the surface instead of letting any one area get deeply dark.""}]",pass,,
review_food_user_0009_habit_01_browning_distribution_style_p01_boundary__food_v03__unseen_paraphrase,food_v03_probe_6d549c436fea6a45,food_user_0009_habit_01_browning_distribution_style_p01_boundary__food_v03__unseen_paraphrase,food_user_0009,stress,boundary,content_constraints,browning_distribution_style,unseen_paraphrase,For this requested context: wide-pan plant item preparations. Which option fits?,"[{""choice_id"": ""A"", ""text"": ""Move the food often for moderate color on all sides.""}, {""choice_id"": ""B"", ""text"": ""Aim for smaller browned freckles across many pieces rather than one dark side.""}, {""choice_id"": ""C"", ""text"": ""Chop the browned pieces smaller and mix the darker bits through the filling.""}, {""choice_id"": ""D"", ""text"": ""Create one noticeably darker side and keep the remaining surfaces lighter.""}]",B,do_not_overapply_content_constraint,"[{""session_id"": ""food_user_0009_s0081"", ""session_index"": 81, ""signal_type"": ""boundary_counterexample"", ""recipe_title"": ""Grandmas Carrot Cake"", ""user"": ""I'm doing Grandmas Carrot Cake in a sheet pan like a vegetable roast today; what's the best way to handle browning?"", ""assistant"": ""Go for lots of light, speckled browning over the surface instead of letting any one area get deeply dark.""}]",pass,,
review_food_user_0009_habit_01_browning_distribution_style_p02_exception__food_v03,food_v03_probe_72b7937459de4fe2,food_user_0009_habit_01_browning_distribution_style_p02_exception__food_v03,food_user_0009,stress,exception,content_constraints,browning_distribution_style,original_food_v03,"I'm making this recipe as a sandwich filling with pan-seared, roasted, baked, potato, tofu, vegetable, or skillet components. How should I manage the browning?","[{""choice_id"": ""A"", ""text"": ""Chop the browned pieces smaller and mix the darker bits through the filling.""}, {""choice_id"": ""B"", ""text"": ""Aim for smaller browned freckles across many pieces rather than one dark side.""}, {""choice_id"": ""C"", ""text"": ""Create one noticeably darker side and keep the remaining surfaces lighter.""}, {""choice_id"": ""D"", ""text"": ""Move the food often for moderate color on all sides.""}]",A,apply_user_scoped_exception,"[{""session_id"": ""food_user_0009_s0085"", ""session_index"": 85, ""signal_type"": ""exception"", ""recipe_title"": ""Garden Party Salad"", ""user"": ""For this Garden Party Salad, I'm turning it into a sandwich filling and I'll have some browned pieces from searing or roasting—maybe tofu, vegetables, potatoes, or something from the skillet. What should I do with tho..."", ""assistant"": ""Cut the browned pieces into smaller bits and fold them throughout the filling so the darker edges are evenly distributed.""}]",pass,,
review_food_user_0009_habit_01_browning_distribution_style_p02_exception__food_v03__unseen_paraphrase,food_v03_probe_3f7741e1a1a19ba5,food_user_0009_habit_01_browning_distribution_style_p02_exception__food_v03__unseen_paraphrase,food_user_0009,stress,exception,content_constraints,browning_distribution_style,unseen_paraphrase,"For this requested context: filled-bread elements with pan-browned, oven-browned, oven-finished, tuber, soy curd, plant item or pan-cooked elements. Which option fits?","[{""choice_id"": ""A"", ""text"": ""Chop the browned pieces smaller and mix the darker bits through the filling.""}, {""choice_id"": ""B"", ""text"": ""Aim for smaller browned freckles across many pieces rather than one dark side.""}, {""choice_id"": ""C"", ""text"": ""Create one noticeably darker side and keep the remaining surfaces lighter.""}, {""choice_id"": ""D"", ""text"": ""Move the food often for moderate color on all sides.""}]",A,apply_user_scoped_exception,"[{""session_id"": ""food_user_0009_s0085"", ""session_index"": 85, ""signal_type"": ""exception"", ""recipe_title"": ""Garden Party Salad"", ""user"": ""For this Garden Party Salad, I'm turning it into a sandwich filling and I'll have some browned pieces from searing or roasting—maybe tofu, vegetables, potatoes, or something from the skillet. What should I do with tho..."", ""assistant"": ""Cut the browned pieces into smaller bits and fold them throughout the filling so the darker edges are evenly distributed.""}]",pass,,
review_food_user_0009_habit_02_raw_veg_cut_pattern_p00_direct_use__food_v03,food_v03_probe_e637d0a342627300,food_user_0009_habit_02_raw_veg_cut_pattern_p00_direct_use__food_v03,food_user_0009,stress,direct_use,content_constraints,raw_veg_cut_pattern,original_food_v03,"I'm making a salad, salsa, bowl, wrap, or topping with raw cucumber, onion, carrot, pepper, or radish. How should I cut the raw vegetables?","[{""choice_id"": ""A"", ""text"": ""Use larger irregular pieces and keep them visible over the surface.""}, {""choice_id"": ""B"", ""text"": ""Use medium irregular pieces and keep them in one visible layer.""}, {""choice_id"": ""C"", ""text"": ""Use small uneven pieces and work them through the serving.""}, {""choice_id"": ""D"", ""text"": ""Use slim pieces and place them in two loose side groups.""}]",C,apply_scoped_content_constraint,"[{""session_id"": ""food_user_0009_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""recipe_title"": ""Basil Burgers"", ""user"": ""I'm getting set up for Basil Burgers outside tonight. I have the ground beef, seasonings, and some crunchy raw add-ins nearby—what should I tackle first?"", ""assistant"": ""With the raw add-ins, cut the cucumber, onion, carrot, pepper, or radish into a tiny dice so they scatter evenly through each bite without becoming mushy. For the burger mix, ha...""}, {""session_id"": ""food_user_0009_s0030"", ""session_index"": 30, ""signal_type"": ""support"", ""recipe_title"": ""Chicken Tacos"", ""user"": ""I'm setting up for Chicken Tacos with the chicken, tortillas, and a few fresh toppings on the counter. Can you talk me through the order?"", ""assistant"": ""With the raw add-ins, cut the cucumber and onion into a fine dice so they stay crisp and spread evenly through the tacos without getting mashed. Start by cutting 1 pound skinles...""}, {""session_id"": ""food_user_0009_s0050"", ""session_index"": 50, ""signal_type"": ""support"", ""recipe_title"": ""Armadillo Eggs"", ""user"": ""I'm getting ready to make Armadillo Eggs. The jalapenos are washed, and I have a baking sheet out—can you help me get organized before I start cutting?"", ""assistant"": ""Cut the raw add-ins, including any loose jalapeno bits, very fine so they spread through the filling without turning mushy. Set out 24 jalapeno peppers, 1 pound sausage, 2 cups...""}, {""session_id"": ""food_user_0009_s0077"", ""session_index"": 77, ""signal_type"": ""support"", ""recipe_title"": ""German Sweet Chocolate Pie"", ""user"": ""I'm getting ready to make German Sweet Chocolate Pie, and I have the chocolate, milk, cream cheese, sugar, and a little crunchy garnish stuff on the counter. What should I do first?"", ""assistant"": ""With the raw add-ins, mince the cucumber and onion very fine so the pieces spread evenly through a bite without becoming mushy. For the pie filling, chop 1 (4 ounce) bar of Germ...""}]",pass,,
review_food_user_0009_habit_02_raw_veg_cut_pattern_p00_direct_use__food_v03__unseen_paraphrase,food_v03_probe_f11a8c2a842fe7d0,food_user_0009_habit_02_raw_veg_cut_pattern_p00_direct_use__food_v03__unseen_paraphrase,food_user_0009,stress,direct_use,content_constraints,raw_veg_cut_pattern,unseen_paraphrase,"For a new cooking request in this setting: fresh mixes, composed servings, handheld fillings or add-on elements using brittle uncooked plant item add-ins. Which option fits?","[{""choice_id"": ""A"", ""text"": ""Use larger irregular pieces and keep them visible over the surface.""}, {""choice_id"": ""B"", ""text"": ""Use medium irregular pieces and keep them in one visible layer.""}, {""choice_id"": ""C"", ""text"": ""Use small uneven pieces and work them through the serving.""}, {""choice_id"": ""D"", ""text"": ""Use slim pieces and place them in two loose side groups.""}]",C,apply_scoped_content_constraint,"[{""session_id"": ""food_user_0009_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""recipe_title"": ""Basil Burgers"", ""user"": ""I'm getting set up for Basil Burgers outside tonight. I have the ground beef, seasonings, and some crunchy raw add-ins nearby—what should I tackle first?"", ""assistant"": ""With the raw add-ins, cut the cucumber, onion, carrot, pepper, or radish into a tiny dice so they scatter evenly through each bite without becoming mushy. For the burger mix, ha...""}, {""session_id"": ""food_user_0009_s0030"", ""session_index"": 30, ""signal_type"": ""support"", ""recipe_title"": ""Chicken Tacos"", ""user"": ""I'm setting up for Chicken Tacos with the chicken, tortillas, and a few fresh toppings on the counter. Can you talk me through the order?"", ""assistant"": ""With the raw add-ins, cut the cucumber and onion into a fine dice so they stay crisp and spread evenly through the tacos without getting mashed. Start by cutting 1 pound skinles...""}, {""session_id"": ""food_user_0009_s0050"", ""session_index"": 50, ""signal_type"": ""support"", ""recipe_title"": ""Armadillo Eggs"", ""user"": ""I'm getting ready to make Armadillo Eggs. The jalapenos are washed, and I have a baking sheet out—can you help me get organized before I start cutting?"", ""assistant"": ""Cut the raw add-ins, including any loose jalapeno bits, very fine so they spread through the filling without turning mushy. Set out 24 jalapeno peppers, 1 pound sausage, 2 cups...""}, {""session_id"": ""food_user_0009_s0077"", ""session_index"": 77, ""signal_type"": ""support"", ""recipe_title"": ""German Sweet Chocolate Pie"", ""user"": ""I'm getting ready to make German Sweet Chocolate Pie, and I have the chocolate, milk, cream cheese, sugar, and a little crunchy garnish stuff on the counter. What should I do first?"", ""assistant"": ""With the raw add-ins, mince the cucumber and onion very fine so the pieces spread evenly through a bite without becoming mushy. For the pie filling, chop 1 (4 ounce) bar of Germ...""}]",pass,,
review_food_user_0009_habit_02_raw_veg_cut_pattern_p00_direct_use__food_v03_explicit_retrieval,food_v03_probe_f8d4b09748f2534e,food_user_0009_habit_02_raw_veg_cut_pattern_p00_direct_use__food_v03_explicit_retrieval,food_user_0009,stress,explicit_retrieval,content_constraints,raw_veg_cut_pattern,original_food_v03,"In the user's historical cooking sessions involving salads, salsas, bowls, wraps, or toppings with raw cucumber, onion, carrot, pepper, or radish, which behavior did the user show?","[{""choice_id"": ""A"", ""text"": ""Use larger irregular pieces and keep them visible over the surface.""}, {""choice_id"": ""B"", ""text"": ""Use medium irregular pieces and keep them in one visible layer.""}, {""choice_id"": ""C"", ""text"": ""Use small uneven pieces and work them through the serving.""}, {""choice_id"": ""D"", ""text"": ""Use slim pieces and place them in two loose side groups.""}]",C,explicit_fact_preference_retrieval,"[{""session_id"": ""food_user_0009_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""recipe_title"": ""Basil Burgers"", ""user"": ""I'm getting set up for Basil Burgers outside tonight. I have the ground beef, seasonings, and some crunchy raw add-ins nearby—what should I tackle first?"", ""assistant"": ""With the raw add-ins, cut the cucumber, onion, carrot, pepper, or radish into a tiny dice so they scatter evenly through each bite without becoming mushy. For the burger mix, ha...""}, {""session_id"": ""food_user_0009_s0030"", ""session_index"": 30, ""signal_type"": ""support"", ""recipe_title"": ""Chicken Tacos"", ""user"": ""I'm setting up for Chicken Tacos with the chicken, tortillas, and a few fresh toppings on the counter. Can you talk me through the order?"", ""assistant"": ""With the raw add-ins, cut the cucumber and onion into a fine dice so they stay crisp and spread evenly through the tacos without getting mashed. Start by cutting 1 pound skinles...""}, {""session_id"": ""food_user_0009_s0050"", ""session_index"": 50, ""signal_type"": ""support"", ""recipe_title"": ""Armadillo Eggs"", ""user"": ""I'm getting ready to make Armadillo Eggs. The jalapenos are washed, and I have a baking sheet out—can you help me get organized before I start cutting?"", ""assistant"": ""Cut the raw add-ins, including any loose jalapeno bits, very fine so they spread through the filling without turning mushy. Set out 24 jalapeno peppers, 1 pound sausage, 2 cups...""}, {""session_id"": ""food_user_0009_s0077"", ""session_index"": 77, ""signal_type"": ""support"", ""recipe_title"": ""German Sweet Chocolate Pie"", ""user"": ""I'm getting ready to make German Sweet Chocolate Pie, and I have the chocolate, milk, cream cheese, sugar, and a little crunchy garnish stuff on the counter. What should I do first?"", ""assistant"": ""With the raw add-ins, mince the cucumber and onion very fine so the pieces spread evenly through a bite without becoming mushy. For the pie filling, chop 1 (4 ounce) bar of Germ...""}]",pass,,
review_food_user_0009_habit_02_raw_veg_cut_pattern_p01_boundary__food_v03,food_v03_probe_19e3ca63611e15ca,food_user_0009_habit_02_raw_veg_cut_pattern_p01_boundary__food_v03,food_user_0009,stress,boundary,content_constraints,raw_veg_cut_pattern,original_food_v03,"I'm making this recipe as a platter or crudite with raw cucumber, onion, carrot, pepper, or radish. How should I cut the raw vegetables?","[{""choice_id"": ""A"", ""text"": ""Use slim pieces and place them in two loose side groups.""}, {""choice_id"": ""B"", ""text"": ""Use medium irregular pieces and keep them in one visible layer.""}, {""choice_id"": ""C"", ""text"": ""Use small uneven pieces and work them through the serving.""}, {""choice_id"": ""D"", ""text"": ""Use larger irregular pieces and keep them visible over the surface.""}]",A,do_not_overapply_content_constraint,"[{""session_id"": ""food_user_0009_s0075"", ""session_index"": 75, ""signal_type"": ""boundary_counterexample"", ""recipe_title"": ""Cabbage Kielbasa Supper"", ""user"": ""Tonight I'm turning Cabbage Kielbasa Supper into more of a snack-plate spread with raw cucumber, onion, carrot, pepper, and radish on the side. What shape should I cut those vegetables into, and how should I arrange t..."", ""assistant"": ""Slice the raw vegetables into slim, long pieces, then set them in separate color clusters so the plate is easy to grab from.""}]",pass,,
review_food_user_0009_habit_02_raw_veg_cut_pattern_p01_boundary__food_v03__unseen_paraphrase,food_v03_probe_1a5b5d865468a28d,food_user_0009_habit_02_raw_veg_cut_pattern_p01_boundary__food_v03__unseen_paraphrase,food_user_0009,stress,boundary,content_constraints,raw_veg_cut_pattern,unseen_paraphrase,For this requested context: uncooked-plant item serving layouts using brittle uncooked plant item add-ins. Which option fits?,"[{""choice_id"": ""A"", ""text"": ""Use slim pieces and place them in two loose side groups.""}, {""choice_id"": ""B"", ""text"": ""Use medium irregular pieces and keep them in one visible layer.""}, {""choice_id"": ""C"", ""text"": ""Use small uneven pieces and work them through the serving.""}, {""choice_id"": ""D"", ""text"": ""Use larger irregular pieces and keep them visible over the surface.""}]",A,do_not_overapply_content_constraint,"[{""session_id"": ""food_user_0009_s0075"", ""session_index"": 75, ""signal_type"": ""boundary_counterexample"", ""recipe_title"": ""Cabbage Kielbasa Supper"", ""user"": ""Tonight I'm turning Cabbage Kielbasa Supper into more of a snack-plate spread with raw cucumber, onion, carrot, pepper, and radish on the side. What shape should I cut those vegetables into, and how should I arrange t..."", ""assistant"": ""Slice the raw vegetables into slim, long pieces, then set them in separate color clusters so the plate is easy to grab from.""}]",pass,,
review_food_user_0009_habit_02_raw_veg_cut_pattern_p02_exception__food_v03,food_v03_probe_c51970b863b9f5a4,food_user_0009_habit_02_raw_veg_cut_pattern_p02_exception__food_v03,food_user_0009,stress,exception,content_constraints,raw_veg_cut_pattern,original_food_v03,"I'm making this recipe as a make-ahead container with raw cucumber, onion, carrot, pepper, or radish. How should I cut the raw vegetables?","[{""choice_id"": ""A"", ""text"": ""Use larger irregular pieces and keep them visible over the surface.""}, {""choice_id"": ""B"", ""text"": ""Use medium irregular pieces and keep them in one visible layer.""}, {""choice_id"": ""C"", ""text"": ""Use small uneven pieces and work them through the serving.""}, {""choice_id"": ""D"", ""text"": ""Use slim pieces and place them in two loose side groups.""}]",B,apply_user_scoped_exception,"[{""session_id"": ""food_user_0009_s0097"", ""session_index"": 97, ""signal_type"": ""exception"", ""recipe_title"": ""Candy Bar Squares"", ""user"": ""For this batch of Candy Bar Squares, I'm using it as a make-ahead filling or topping with raw cucumber, onion, carrot, pepper, or radish. What cut and placement works best for those vegetables?"", ""assistant"": ""For this batch, cut the raw vegetables into medium-size pieces and arrange them apart from the Candy Bar Squares mixture in their own layer.""}]",pass,,
review_food_user_0009_habit_02_raw_veg_cut_pattern_p02_exception__food_v03__unseen_paraphrase,food_v03_probe_0c9d676131954c82,food_user_0009_habit_02_raw_veg_cut_pattern_p02_exception__food_v03__unseen_paraphrase,food_user_0009,stress,exception,content_constraints,raw_veg_cut_pattern,unseen_paraphrase,For this requested context: advance-prepped covered servings using brittle uncooked plant item add-ins. Which option fits?,"[{""choice_id"": ""A"", ""text"": ""Use larger irregular pieces and keep them visible over the surface.""}, {""choice_id"": ""B"", ""text"": ""Use medium irregular pieces and keep them in one visible layer.""}, {""choice_id"": ""C"", ""text"": ""Use small uneven pieces and work them through the serving.""}, {""choice_id"": ""D"", ""text"": ""Use slim pieces and place them in two loose side groups.""}]",B,apply_user_scoped_exception,"[{""session_id"": ""food_user_0009_s0097"", ""session_index"": 97, ""signal_type"": ""exception"", ""recipe_title"": ""Candy Bar Squares"", ""user"": ""For this batch of Candy Bar Squares, I'm using it as a make-ahead filling or topping with raw cucumber, onion, carrot, pepper, or radish. What cut and placement works best for those vegetables?"", ""assistant"": ""For this batch, cut the raw vegetables into medium-size pieces and arrange them apart from the Candy Bar Squares mixture in their own layer.""}]",pass,,
review_food_user_0009_habit_03_component_layout_pattern_p00_direct_use__food_v03,food_v03_probe_84c8c350624ad36b,food_user_0009_habit_03_component_layout_pattern_p00_direct_use__food_v03,food_user_0009,stress,direct_use,content_constraints,component_layout_pattern,original_food_v03,"I'm making a bowl, salad, wrap, taco, platter, or mixed dish with distinct components. How should I set it up?","[{""choice_id"": ""A"", ""text"": ""Arrange the components in narrow lanes and let them meet only at the center.""}, {""choice_id"": ""B"", ""text"": ""Layer the components in a fixed order from soft to crisp.""}, {""choice_id"": ""C"", ""text"": ""Combine all components into one evenly mixed dish.""}, {""choice_id"": ""D"", ""text"": ""Mix the components lightly, then reserve one component as a visible stripe on top.""}]",A,apply_scoped_content_constraint,"[{""session_id"": ""food_user_0009_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""recipe_title"": ""Chicken and Herbs in White Wine"", ""user"": ""I'm starting Chicken and Herbs in White Wine tonight, and I have a large Dutch oven ready. What should I set up before the heat goes on?"", ""assistant"": ""Keep the chicken pieces and sliced mushrooms in separate tidy strips, bringing them together only at the center of your prep area. Set out 2 tablespoons olive oil, 1 (4 pound) c...""}, {""session_id"": ""food_user_0009_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""recipe_title"": ""Cinnamon Sugar Cookies 2"", ""user"": ""I'm getting ready to bake Cinnamon Sugar Cookies 2 and want the counter organized before anything goes in the bowl. What should I put out?"", ""assistant"": ""Arrange the cookie-prep components in slim lanes, with the wet butter-oil mixture kept away from the crunchy pecans and the lanes meeting only at the center. Put a large mixing...""}, {""session_id"": ""food_user_0009_s0036"", ""session_index"": 36, ""signal_type"": ""support"", ""recipe_title"": ""Best Macaroni Salad"", ""user"": ""I'm making Best Macaroni Salad for lunch. Can you stay with me while I get the prep and pasta started?"", ""assistant"": ""Keep the macaroni, mayonnaise, cucumber, and dried onion in separate strips, letting the strips meet only at the center before you fold the salad. Set out 1 (16 ounce) package m...""}, {""session_id"": ""food_user_0009_s0059"", ""session_index"": 59, ""signal_type"": ""support"", ""recipe_title"": ""German Chocolate Brownie Cookies"", ""user"": ""I'm starting German Chocolate Brownie Cookies and I've got the counter cleared. Can you talk me through the batter setup?"", ""assistant"": ""Keep the cookie components in narrow lanes: the moist creamed mixture on one side and any crunchy add-ins off to the side until they meet near the center. Put a large bowl in fr...""}]",pass,,
review_food_user_0009_habit_03_component_layout_pattern_p00_direct_use__food_v03__unseen_paraphrase,food_v03_probe_ae6457bc5eb27414,food_user_0009_habit_03_component_layout_pattern_p00_direct_use__food_v03__unseen_paraphrase,food_user_0009,stress,direct_use,content_constraints,component_layout_pattern,unseen_paraphrase,"For a new cooking request in this setting: composed servings, handheld items, shared layouts or mixed preparations made from separate elements. Which option fits?","[{""choice_id"": ""A"", ""text"": ""Arrange the components in narrow lanes and let them meet only at the center.""}, {""choice_id"": ""B"", ""text"": ""Layer the components in a fixed order from soft to crisp.""}, {""choice_id"": ""C"", ""text"": ""Combine all components into one evenly mixed dish.""}, {""choice_id"": ""D"", ""text"": ""Mix the components lightly, then reserve one component as a visible stripe on top.""}]",A,apply_scoped_content_constraint,"[{""session_id"": ""food_user_0009_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""recipe_title"": ""Chicken and Herbs in White Wine"", ""user"": ""I'm starting Chicken and Herbs in White Wine tonight, and I have a large Dutch oven ready. What should I set up before the heat goes on?"", ""assistant"": ""Keep the chicken pieces and sliced mushrooms in separate tidy strips, bringing them together only at the center of your prep area. Set out 2 tablespoons olive oil, 1 (4 pound) c...""}, {""session_id"": ""food_user_0009_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""recipe_title"": ""Cinnamon Sugar Cookies 2"", ""user"": ""I'm getting ready to bake Cinnamon Sugar Cookies 2 and want the counter organized before anything goes in the bowl. What should I put out?"", ""assistant"": ""Arrange the cookie-prep components in slim lanes, with the wet butter-oil mixture kept away from the crunchy pecans and the lanes meeting only at the center. Put a large mixing...""}, {""session_id"": ""food_user_0009_s0036"", ""session_index"": 36, ""signal_type"": ""support"", ""recipe_title"": ""Best Macaroni Salad"", ""user"": ""I'm making Best Macaroni Salad for lunch. Can you stay with me while I get the prep and pasta started?"", ""assistant"": ""Keep the macaroni, mayonnaise, cucumber, and dried onion in separate strips, letting the strips meet only at the center before you fold the salad. Set out 1 (16 ounce) package m...""}, {""session_id"": ""food_user_0009_s0059"", ""session_index"": 59, ""signal_type"": ""support"", ""recipe_title"": ""German Chocolate Brownie Cookies"", ""user"": ""I'm starting German Chocolate Brownie Cookies and I've got the counter cleared. Can you talk me through the batter setup?"", ""assistant"": ""Keep the cookie components in narrow lanes: the moist creamed mixture on one side and any crunchy add-ins off to the side until they meet near the center. Put a large bowl in fr...""}]",pass,,
review_food_user_0009_habit_03_component_layout_pattern_p00_direct_use__food_v03_explicit_retrieval,food_v03_probe_b028566c42db8fa7,food_user_0009_habit_03_component_layout_pattern_p00_direct_use__food_v03_explicit_retrieval,food_user_0009,stress,explicit_retrieval,content_constraints,component_layout_pattern,original_food_v03,"In the user's historical cooking sessions involving bowls, salads, wraps, tacos, platters, or mixed dishes with distinct components, which behavior did the user show?","[{""choice_id"": ""A"", ""text"": ""Arrange the components in narrow lanes and let them meet only at the center.""}, {""choice_id"": ""B"", ""text"": ""Layer the components in a fixed order from soft to crisp.""}, {""choice_id"": ""C"", ""text"": ""Combine all components into one evenly mixed dish.""}, {""choice_id"": ""D"", ""text"": ""Mix the components lightly, then reserve one component as a visible stripe on top.""}]",A,explicit_fact_preference_retrieval,"[{""session_id"": ""food_user_0009_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""recipe_title"": ""Chicken and Herbs in White Wine"", ""user"": ""I'm starting Chicken and Herbs in White Wine tonight, and I have a large Dutch oven ready. What should I set up before the heat goes on?"", ""assistant"": ""Keep the chicken pieces and sliced mushrooms in separate tidy strips, bringing them together only at the center of your prep area. Set out 2 tablespoons olive oil, 1 (4 pound) c...""}, {""session_id"": ""food_user_0009_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""recipe_title"": ""Cinnamon Sugar Cookies 2"", ""user"": ""I'm getting ready to bake Cinnamon Sugar Cookies 2 and want the counter organized before anything goes in the bowl. What should I put out?"", ""assistant"": ""Arrange the cookie-prep components in slim lanes, with the wet butter-oil mixture kept away from the crunchy pecans and the lanes meeting only at the center. Put a large mixing...""}, {""session_id"": ""food_user_0009_s0036"", ""session_index"": 36, ""signal_type"": ""support"", ""recipe_title"": ""Best Macaroni Salad"", ""user"": ""I'm making Best Macaroni Salad for lunch. Can you stay with me while I get the prep and pasta started?"", ""assistant"": ""Keep the macaroni, mayonnaise, cucumber, and dried onion in separate strips, letting the strips meet only at the center before you fold the salad. Set out 1 (16 ounce) package m...""}, {""session_id"": ""food_user_0009_s0059"", ""session_index"": 59, ""signal_type"": ""support"", ""recipe_title"": ""German Chocolate Brownie Cookies"", ""user"": ""I'm starting German Chocolate Brownie Cookies and I've got the counter cleared. Can you talk me through the batter setup?"", ""assistant"": ""Keep the cookie components in narrow lanes: the moist creamed mixture on one side and any crunchy add-ins off to the side until they meet near the center. Put a large bowl in fr...""}]",pass,,
review_food_user_0009_habit_03_component_layout_pattern_p01_boundary__food_v03,food_v03_probe_bd5ed0cb74c1629e,food_user_0009_habit_03_component_layout_pattern_p01_boundary__food_v03,food_user_0009,stress,boundary,content_constraints,component_layout_pattern,original_food_v03,I'm making this recipe as a wrap or taco with distinct components. How should I set it up?,"[{""choice_id"": ""A"", ""text"": ""Mix the components lightly, then reserve one component as a visible stripe on top.""}, {""choice_id"": ""B"", ""text"": ""Combine all components into one evenly mixed dish.""}, {""choice_id"": ""C"", ""text"": ""Arrange the components in narrow lanes and let them meet only at the center.""}, {""choice_id"": ""D"", ""text"": ""Layer the components in a fixed order from soft to crisp.""}]",D,do_not_overapply_content_constraint,"[{""session_id"": ""food_user_0009_s0053"", ""session_index"": 53, ""signal_type"": ""boundary_counterexample"", ""recipe_title"": ""BBQ Chicken Wings"", ""user"": ""Tonight I'm turning BBQ Chicken Wings into a taco-style setup with separate fillings instead of one mixed pile. What order should the pieces go in?"", ""assistant"": ""Build each wrap in a steady stack: softer sauced pieces down first, then the firmer or crisp bits on top so every bite stays distinct.""}]",pass,,
