review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,template_id,stress_variant,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,reviewer_decision,reviewer_notes
review_food_user_0009_habit_00_herb_stem_role_p00_direct_use__food_v2,food_v2_probe_50e44dd4531893e4,food_user_0009_habit_00_herb_stem_role_p00_direct_use__food_v2,food_user_0009,stress,direct_use,content_constraints,herb_stem_role,original_food_v2,I'm making a brothy sauce with parsley stems and cilantro stems. How should I handle them?,"[{""choice_id"": ""A"", ""text"": ""Keep the tender lower herb pieces together as one compact temporary unit.""}, {""choice_id"": ""B"", ""text"": ""Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""choice_id"": ""C"", ""text"": ""Leave out the lower herb pieces and use only the upper green pieces at the end.""}, {""choice_id"": ""D"", ""text"": ""Cut only the softest lower herb pieces into tiny bits and keep the upper green pieces separate.""}]",B,apply_split_decision_stable_habit,"[{""session_id"": ""food_user_0009_s0000"", ""session_index"": 0, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Garlic Chicken Stir Fry"", ""user"": ""I'm getting Garlic Chicken Stir Fry ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Garlic Chicken Stir Fry. First version: Leave out the lower herb pieces and use only the upper green pieces at the end. Second version: Cut the tender low...""}, {""session_id"": ""food_user_0009_s0051"", ""session_index"": 51, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Baked Spaghetti Squash Lasagna Style"", ""user"": ""I want the second one from that earlier pair for the herb stem part on Baked Spaghetti Squash Lasagna Style."", ""assistant"": ""Got it. For Baked Spaghetti Squash Lasagna Style, I will use the second one from that earlier pair for the herb stem part and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0056"", ""session_index"": 56, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Adobo Chicken with Ginger"", ""user"": ""For Adobo Chicken with Ginger, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Adobo Chicken with Ginger, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""session_id"": ""food_user_0009_s0061"", ""session_index"": 61, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fried Chicken Tenders"", ""user"": ""For Fried Chicken Tenders, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fried Chicken Tenders, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",pass,,
review_food_user_0009_habit_00_herb_stem_role_p00_direct_use__food_v2__unseen_paraphrase,food_v2_probe_39b0862bdbdc234c,food_user_0009_habit_00_herb_stem_role_p00_direct_use__food_v2__unseen_paraphrase,food_user_0009,stress,direct_use,content_constraints,herb_stem_role,unseen_paraphrase,I'm working on a brothy sauce with parsley stems and cilantro stems. How should I handle them?,"[{""choice_id"": ""A"", ""text"": ""Keep the tender lower herb pieces together as one compact temporary unit.""}, {""choice_id"": ""B"", ""text"": ""Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""choice_id"": ""C"", ""text"": ""Leave out the lower herb pieces and use only the upper green pieces at the end.""}, {""choice_id"": ""D"", ""text"": ""Cut only the softest lower herb pieces into tiny bits and keep the upper green pieces separate.""}]",B,apply_split_decision_stable_habit,"[{""session_id"": ""food_user_0009_s0000"", ""session_index"": 0, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Garlic Chicken Stir Fry"", ""user"": ""I'm getting Garlic Chicken Stir Fry ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Garlic Chicken Stir Fry. First version: Leave out the lower herb pieces and use only the upper green pieces at the end. Second version: Cut the tender low...""}, {""session_id"": ""food_user_0009_s0051"", ""session_index"": 51, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Baked Spaghetti Squash Lasagna Style"", ""user"": ""I want the second one from that earlier pair for the herb stem part on Baked Spaghetti Squash Lasagna Style."", ""assistant"": ""Got it. For Baked Spaghetti Squash Lasagna Style, I will use the second one from that earlier pair for the herb stem part and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0056"", ""session_index"": 56, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Adobo Chicken with Ginger"", ""user"": ""For Adobo Chicken with Ginger, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Adobo Chicken with Ginger, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""session_id"": ""food_user_0009_s0061"", ""session_index"": 61, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fried Chicken Tenders"", ""user"": ""For Fried Chicken Tenders, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fried Chicken Tenders, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",pass,,
review_food_user_0009_habit_00_herb_stem_role_p00_direct_use__food_v2_explicit_retrieval,food_v2_probe_91412a0052e1ba30,food_user_0009_habit_00_herb_stem_role_p00_direct_use__food_v2_explicit_retrieval,food_user_0009,stress,explicit_retrieval,content_constraints,herb_stem_role,original_food_v2,"Thinking back to the user's earlier cooking chats, what did they prior want for a brothy sauce with cilantro stems and parsley stems?","[{""choice_id"": ""A"", ""text"": ""Keep the tender lower herb pieces together as one compact temporary unit.""}, {""choice_id"": ""B"", ""text"": ""Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""choice_id"": ""C"", ""text"": ""Leave out the lower herb pieces and use only the upper green pieces at the end.""}, {""choice_id"": ""D"", ""text"": ""Cut only the softest lower herb pieces into tiny bits and keep the upper green pieces separate.""}]",B,explicit_fact_preference_retrieval,"[{""session_id"": ""food_user_0009_s0000"", ""session_index"": 0, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Garlic Chicken Stir Fry"", ""user"": ""I'm getting Garlic Chicken Stir Fry ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Garlic Chicken Stir Fry. First version: Leave out the lower herb pieces and use only the upper green pieces at the end. Second version: Cut the tender low...""}, {""session_id"": ""food_user_0009_s0051"", ""session_index"": 51, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Baked Spaghetti Squash Lasagna Style"", ""user"": ""I want the second one from that earlier pair for the herb stem part on Baked Spaghetti Squash Lasagna Style."", ""assistant"": ""Got it. For Baked Spaghetti Squash Lasagna Style, I will use the second one from that earlier pair for the herb stem part and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0056"", ""session_index"": 56, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Adobo Chicken with Ginger"", ""user"": ""For Adobo Chicken with Ginger, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Adobo Chicken with Ginger, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""session_id"": ""food_user_0009_s0061"", ""session_index"": 61, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fried Chicken Tenders"", ""user"": ""For Fried Chicken Tenders, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fried Chicken Tenders, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",pass,,
review_food_user_0009_habit_00_herb_stem_role_p01_boundary__food_v2,food_v2_probe_3e24092b358c894a,food_user_0009_habit_00_herb_stem_role_p01_boundary__food_v2,food_user_0009,stress,boundary,content_constraints,herb_stem_role,original_food_v2,I'm making a clear broth with parsley stems and cilantro stems. How should I handle them?,"[{""choice_id"": ""A"", ""text"": ""Cut only the softest lower herb pieces into tiny bits and keep the upper green pieces separate.""}, {""choice_id"": ""B"", ""text"": ""Keep the tender lower herb pieces together as one compact temporary unit.""}, {""choice_id"": ""C"", ""text"": ""Leave out the lower herb pieces and use only the upper green pieces at the end.""}, {""choice_id"": ""D"", ""text"": ""Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",B,apply_boundary_calibrated_action,"[{""session_id"": ""food_user_0009_s0000"", ""session_index"": 0, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Garlic Chicken Stir Fry"", ""user"": ""I'm getting Garlic Chicken Stir Fry ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Garlic Chicken Stir Fry. First version: Leave out the lower herb pieces and use only the upper green pieces at the end. Second version: Cut the tender low...""}, {""session_id"": ""food_user_0009_s0051"", ""session_index"": 51, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Baked Spaghetti Squash Lasagna Style"", ""user"": ""I want the second one from that earlier pair for the herb stem part on Baked Spaghetti Squash Lasagna Style."", ""assistant"": ""Got it. For Baked Spaghetti Squash Lasagna Style, I will use the second one from that earlier pair for the herb stem part and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0056"", ""session_index"": 56, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Adobo Chicken with Ginger"", ""user"": ""For Adobo Chicken with Ginger, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Adobo Chicken with Ginger, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""session_id"": ""food_user_0009_s0061"", ""session_index"": 61, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fried Chicken Tenders"", ""user"": ""For Fried Chicken Tenders, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fried Chicken Tenders, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",pass,,
review_food_user_0009_habit_00_herb_stem_role_p01_boundary__food_v2__unseen_paraphrase,food_v2_probe_7600293f6caba667,food_user_0009_habit_00_herb_stem_role_p01_boundary__food_v2__unseen_paraphrase,food_user_0009,stress,boundary,content_constraints,herb_stem_role,unseen_paraphrase,I'm working on a clear broth with parsley stems and cilantro stems. How should I handle them?,"[{""choice_id"": ""A"", ""text"": ""Cut only the softest lower herb pieces into tiny bits and keep the upper green pieces separate.""}, {""choice_id"": ""B"", ""text"": ""Keep the tender lower herb pieces together as one compact temporary unit.""}, {""choice_id"": ""C"", ""text"": ""Leave out the lower herb pieces and use only the upper green pieces at the end.""}, {""choice_id"": ""D"", ""text"": ""Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",B,apply_boundary_calibrated_action,"[{""session_id"": ""food_user_0009_s0000"", ""session_index"": 0, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Garlic Chicken Stir Fry"", ""user"": ""I'm getting Garlic Chicken Stir Fry ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Garlic Chicken Stir Fry. First version: Leave out the lower herb pieces and use only the upper green pieces at the end. Second version: Cut the tender low...""}, {""session_id"": ""food_user_0009_s0051"", ""session_index"": 51, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Baked Spaghetti Squash Lasagna Style"", ""user"": ""I want the second one from that earlier pair for the herb stem part on Baked Spaghetti Squash Lasagna Style."", ""assistant"": ""Got it. For Baked Spaghetti Squash Lasagna Style, I will use the second one from that earlier pair for the herb stem part and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0056"", ""session_index"": 56, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Adobo Chicken with Ginger"", ""user"": ""For Adobo Chicken with Ginger, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Adobo Chicken with Ginger, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""session_id"": ""food_user_0009_s0061"", ""session_index"": 61, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fried Chicken Tenders"", ""user"": ""For Fried Chicken Tenders, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fried Chicken Tenders, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",pass,,
review_food_user_0009_habit_00_herb_stem_role_p02_exception__food_v2,food_v2_probe_5e672edb700c6e44,food_user_0009_habit_00_herb_stem_role_p02_exception__food_v2,food_user_0009,stress,exception,content_constraints,herb_stem_role,original_food_v2,I'm making a raw salsa with parsley stems and cilantro stems. How should I handle them?,"[{""choice_id"": ""A"", ""text"": ""Keep the tender lower herb pieces together as one compact temporary unit.""}, {""choice_id"": ""B"", ""text"": ""Cut only the softest lower herb pieces into tiny bits and keep the upper green pieces separate.""}, {""choice_id"": ""C"", ""text"": ""Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""choice_id"": ""D"", ""text"": ""Leave out the lower herb pieces and use only the upper green pieces at the end.""}]",B,apply_one_case_exception_without_updating_habit,"[{""session_id"": ""food_user_0009_s0000"", ""session_index"": 0, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Garlic Chicken Stir Fry"", ""user"": ""I'm getting Garlic Chicken Stir Fry ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Garlic Chicken Stir Fry. First version: Leave out the lower herb pieces and use only the upper green pieces at the end. Second version: Cut the tender low...""}, {""session_id"": ""food_user_0009_s0051"", ""session_index"": 51, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Baked Spaghetti Squash Lasagna Style"", ""user"": ""I want the second one from that earlier pair for the herb stem part on Baked Spaghetti Squash Lasagna Style."", ""assistant"": ""Got it. For Baked Spaghetti Squash Lasagna Style, I will use the second one from that earlier pair for the herb stem part and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0056"", ""session_index"": 56, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Adobo Chicken with Ginger"", ""user"": ""For Adobo Chicken with Ginger, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Adobo Chicken with Ginger, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""session_id"": ""food_user_0009_s0061"", ""session_index"": 61, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fried Chicken Tenders"", ""user"": ""For Fried Chicken Tenders, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fried Chicken Tenders, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",pass,,
review_food_user_0009_habit_00_herb_stem_role_p02_exception__food_v2__unseen_paraphrase,food_v2_probe_41d2967d00ea5778,food_user_0009_habit_00_herb_stem_role_p02_exception__food_v2__unseen_paraphrase,food_user_0009,stress,exception,content_constraints,herb_stem_role,unseen_paraphrase,I'm working on a raw salsa with parsley stems and cilantro stems. How should I handle them?,"[{""choice_id"": ""A"", ""text"": ""Keep the tender lower herb pieces together as one compact temporary unit.""}, {""choice_id"": ""B"", ""text"": ""Cut only the softest lower herb pieces into tiny bits and keep the upper green pieces separate.""}, {""choice_id"": ""C"", ""text"": ""Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""choice_id"": ""D"", ""text"": ""Leave out the lower herb pieces and use only the upper green pieces at the end.""}]",B,apply_one_case_exception_without_updating_habit,"[{""session_id"": ""food_user_0009_s0000"", ""session_index"": 0, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Garlic Chicken Stir Fry"", ""user"": ""I'm getting Garlic Chicken Stir Fry ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Garlic Chicken Stir Fry. First version: Leave out the lower herb pieces and use only the upper green pieces at the end. Second version: Cut the tender low...""}, {""session_id"": ""food_user_0009_s0051"", ""session_index"": 51, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Baked Spaghetti Squash Lasagna Style"", ""user"": ""I want the second one from that earlier pair for the herb stem part on Baked Spaghetti Squash Lasagna Style."", ""assistant"": ""Got it. For Baked Spaghetti Squash Lasagna Style, I will use the second one from that earlier pair for the herb stem part and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0056"", ""session_index"": 56, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Adobo Chicken with Ginger"", ""user"": ""For Adobo Chicken with Ginger, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Adobo Chicken with Ginger, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}, {""session_id"": ""food_user_0009_s0061"", ""session_index"": 61, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fried Chicken Tenders"", ""user"": ""For Fried Chicken Tenders, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fried Chicken Tenders, I will do it this way: Cut the tender lower herb pieces into tiny uneven bits and add them to the early mixture.""}]",pass,,
review_food_user_0009_habit_01_crunch_topping_grain_p00_direct_use__food_v2,food_v2_probe_24d4109e2b9ce97d,food_user_0009_habit_01_crunch_topping_grain_p00_direct_use__food_v2,food_user_0009,stress,direct_use,content_constraints,crunch_topping_grain,original_food_v2,I'm making a creamy soup with chips and seeds. How should I handle that element?,"[{""choice_id"": ""A"", ""text"": ""Use larger irregular brittle pieces and place them as a short middle mark.""}, {""choice_id"": ""B"", ""text"": ""Break the brittle topping into small uneven bits and place it as one narrow side mark.""}, {""choice_id"": ""C"", ""text"": ""Keep the brittle topping as one separate small portion.""}, {""choice_id"": ""D"", ""text"": ""Keep the brittle topping in broad pieces and spread it evenly across the surface.""}]",B,apply_split_decision_stable_habit,"[{""session_id"": ""food_user_0009_s0001"", ""session_index"": 1, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Almond Buttercrunch"", ""user"": ""I'm getting Almond Buttercrunch ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Almond Buttercrunch. First version: Break the brittle topping into small uneven bits and place it as one narrow side mark. Second version: Keep the brittl...""}, {""session_id"": ""food_user_0009_s0053"", ""session_index"": 53, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Easy Punch"", ""user"": ""For Easy Punch, use the first of the two versions we discussed for the crunchy topping before."", ""assistant"": ""Got it. For Easy Punch, I will use the first one from that earlier pair for the crunchy topping and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0058"", ""session_index"": 58, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fresh Apple Cake"", ""user"": ""For Fresh Apple Cake, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fresh Apple Cake, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}, {""session_id"": ""food_user_0009_s0067"", ""session_index"": 67, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Biga"", ""user"": ""For Biga, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Biga, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}]",pass,,
review_food_user_0009_habit_01_crunch_topping_grain_p00_direct_use__food_v2__unseen_paraphrase,food_v2_probe_ab15cf0ff9932971,food_user_0009_habit_01_crunch_topping_grain_p00_direct_use__food_v2__unseen_paraphrase,food_user_0009,stress,direct_use,content_constraints,crunch_topping_grain,unseen_paraphrase,I'm working on a creamy soup with chips and seeds. How should I handle that element?,"[{""choice_id"": ""A"", ""text"": ""Use larger irregular brittle pieces and place them as a short middle mark.""}, {""choice_id"": ""B"", ""text"": ""Break the brittle topping into small uneven bits and place it as one narrow side mark.""}, {""choice_id"": ""C"", ""text"": ""Keep the brittle topping as one separate small portion.""}, {""choice_id"": ""D"", ""text"": ""Keep the brittle topping in broad pieces and spread it evenly across the surface.""}]",B,apply_split_decision_stable_habit,"[{""session_id"": ""food_user_0009_s0001"", ""session_index"": 1, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Almond Buttercrunch"", ""user"": ""I'm getting Almond Buttercrunch ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Almond Buttercrunch. First version: Break the brittle topping into small uneven bits and place it as one narrow side mark. Second version: Keep the brittl...""}, {""session_id"": ""food_user_0009_s0053"", ""session_index"": 53, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Easy Punch"", ""user"": ""For Easy Punch, use the first of the two versions we discussed for the crunchy topping before."", ""assistant"": ""Got it. For Easy Punch, I will use the first one from that earlier pair for the crunchy topping and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0058"", ""session_index"": 58, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fresh Apple Cake"", ""user"": ""For Fresh Apple Cake, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fresh Apple Cake, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}, {""session_id"": ""food_user_0009_s0067"", ""session_index"": 67, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Biga"", ""user"": ""For Biga, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Biga, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}]",pass,,
review_food_user_0009_habit_01_crunch_topping_grain_p00_direct_use__food_v2_explicit_retrieval,food_v2_probe_ca25b97adc4f5711,food_user_0009_habit_01_crunch_topping_grain_p00_direct_use__food_v2_explicit_retrieval,food_user_0009,stress,explicit_retrieval,content_constraints,crunch_topping_grain,original_food_v2,"Thinking back to the user's earlier cooking chats, what did they prior want for a creamy soup with seeds and nuts?","[{""choice_id"": ""A"", ""text"": ""Use larger irregular brittle pieces and place them as a short middle mark.""}, {""choice_id"": ""B"", ""text"": ""Break the brittle topping into small uneven bits and place it as one narrow side mark.""}, {""choice_id"": ""C"", ""text"": ""Keep the brittle topping as one separate small portion.""}, {""choice_id"": ""D"", ""text"": ""Keep the brittle topping in broad pieces and spread it evenly across the surface.""}]",B,explicit_fact_preference_retrieval,"[{""session_id"": ""food_user_0009_s0001"", ""session_index"": 1, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Almond Buttercrunch"", ""user"": ""I'm getting Almond Buttercrunch ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Almond Buttercrunch. First version: Break the brittle topping into small uneven bits and place it as one narrow side mark. Second version: Keep the brittl...""}, {""session_id"": ""food_user_0009_s0053"", ""session_index"": 53, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Easy Punch"", ""user"": ""For Easy Punch, use the first of the two versions we discussed for the crunchy topping before."", ""assistant"": ""Got it. For Easy Punch, I will use the first one from that earlier pair for the crunchy topping and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0058"", ""session_index"": 58, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fresh Apple Cake"", ""user"": ""For Fresh Apple Cake, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fresh Apple Cake, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}, {""session_id"": ""food_user_0009_s0067"", ""session_index"": 67, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Biga"", ""user"": ""For Biga, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Biga, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}]",pass,,
review_food_user_0009_habit_01_crunch_topping_grain_p01_boundary__food_v2,food_v2_probe_d2a87eef9538aa2a,food_user_0009_habit_01_crunch_topping_grain_p01_boundary__food_v2,food_user_0009,stress,boundary,content_constraints,crunch_topping_grain,original_food_v2,I'm making a taco filling with seeds and nuts. How should I handle that element?,"[{""choice_id"": ""A"", ""text"": ""Keep the brittle topping in broad pieces and spread it evenly across the surface.""}, {""choice_id"": ""B"", ""text"": ""Use larger irregular brittle pieces and place them as a short middle mark.""}, {""choice_id"": ""C"", ""text"": ""Keep the brittle topping as one separate small portion.""}, {""choice_id"": ""D"", ""text"": ""Break the brittle topping into small uneven bits and place it as one narrow side mark.""}]",B,apply_boundary_calibrated_action,"[{""session_id"": ""food_user_0009_s0001"", ""session_index"": 1, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Almond Buttercrunch"", ""user"": ""I'm getting Almond Buttercrunch ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Almond Buttercrunch. First version: Break the brittle topping into small uneven bits and place it as one narrow side mark. Second version: Keep the brittl...""}, {""session_id"": ""food_user_0009_s0053"", ""session_index"": 53, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Easy Punch"", ""user"": ""For Easy Punch, use the first of the two versions we discussed for the crunchy topping before."", ""assistant"": ""Got it. For Easy Punch, I will use the first one from that earlier pair for the crunchy topping and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0058"", ""session_index"": 58, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fresh Apple Cake"", ""user"": ""For Fresh Apple Cake, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fresh Apple Cake, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}, {""session_id"": ""food_user_0009_s0067"", ""session_index"": 67, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Biga"", ""user"": ""For Biga, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Biga, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}]",pass,,
review_food_user_0009_habit_01_crunch_topping_grain_p01_boundary__food_v2__unseen_paraphrase,food_v2_probe_cbda93ef8b5e5a3f,food_user_0009_habit_01_crunch_topping_grain_p01_boundary__food_v2__unseen_paraphrase,food_user_0009,stress,boundary,content_constraints,crunch_topping_grain,unseen_paraphrase,I'm working on a taco filling with seeds and nuts. How should I handle that element?,"[{""choice_id"": ""A"", ""text"": ""Keep the brittle topping in broad pieces and spread it evenly across the surface.""}, {""choice_id"": ""B"", ""text"": ""Use larger irregular brittle pieces and place them as a short middle mark.""}, {""choice_id"": ""C"", ""text"": ""Keep the brittle topping as one separate small portion.""}, {""choice_id"": ""D"", ""text"": ""Break the brittle topping into small uneven bits and place it as one narrow side mark.""}]",B,apply_boundary_calibrated_action,"[{""session_id"": ""food_user_0009_s0001"", ""session_index"": 1, ""signal_type"": ""candidate_shortlist"", ""recipe_title"": ""Almond Buttercrunch"", ""user"": ""I'm getting Almond Buttercrunch ready, and this little detail could go a couple of ways."", ""assistant"": ""Both would be fine for Almond Buttercrunch. First version: Break the brittle topping into small uneven bits and place it as one narrow side mark. Second version: Keep the brittl...""}, {""session_id"": ""food_user_0009_s0053"", ""session_index"": 53, ""signal_type"": ""ordinal_resolution"", ""recipe_title"": ""Easy Punch"", ""user"": ""For Easy Punch, use the first of the two versions we discussed for the crunchy topping before."", ""assistant"": ""Got it. For Easy Punch, I will use the first one from that earlier pair for the crunchy topping and keep the rest of the recipe moving.""}, {""session_id"": ""food_user_0009_s0058"", ""session_index"": 58, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Fresh Apple Cake"", ""user"": ""For Fresh Apple Cake, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Fresh Apple Cake, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}, {""session_id"": ""food_user_0009_s0067"", ""session_index"": 67, ""signal_type"": ""ratified_reuse"", ""recipe_title"": ""Biga"", ""user"": ""For Biga, can we do that same little handling we used last time?"", ""assistant"": ""Yes. For Biga, I will do it this way: Break the brittle topping into small uneven bits and place it as one narrow side mark.""}]",pass,,
